;Datatype;Decimals;Default;Description;ID;Key;ParentID;Position;ReleasePolicy;Title;Type;Unit;odata.type
318;Long;0.0;Impossible;"Aggregate of the countries belonging to the territory of the Netherlands
Antilles up to 10 October 2010 and Aruba. These countries are Bonaire,
Curaçao, Saba, St Eustatius, St Maarten and Aruba.
The Netherlands Antilles ceased to exist on 10 October 2010, as all the
islands now have a new status. From 10 October the Kingdom of the
Netherlands consists of four countries: the Netherlands, Aruba, Curaçao
and St Maarten.
Curaçao and St Maarten are new countries within the Kingdom; they are
autonomous countries with a special status (status aparte) within the
Kingdom. The countries have autonomous government, and are now no longer
dependent on the Netherlands.
The public bodies Bonaire, St Eustatius and Saba, also called the Dutch
Caribbean, are more closely connected with the Netherlands and function as
'special municipalities'.
.
On 1 January 1986 Aruba seceded from the Netherlands Antilles and became a
new autonomous country with a special status (status aparte) within the
Kingdom of the Netherlands. Aruba has autonomous government, and is now no
longer dependent on the Netherlands.";318;FormerNetherlandsAntillesAndAruba_284;302.0;284.0;;(former) Netherlands Antilles and Aruba;Topic;number;Cbs.OData.Topic
363;Long;0.0;Impossible;"Aggregate of the countries belonging to the territory of the Netherlands
Antilles up to 10 October 2010 and Aruba. These countries are Bonaire,
Curaçao, Saba, St Eustatius, St Maarten and Aruba.
The Netherlands Antilles ceased to exist on 10 October 2010, as all the
islands now have a new status. From 10 October the Kingdom of the
Netherlands consists of four countries: the Netherlands, Aruba, Curaçao
and St Maarten.
Curaçao and St Maarten are new countries within the Kingdom; they are
autonomous countries with a special status (status aparte) within the
Kingdom. The countries have autonomous government, and are now no longer
dependent on the Netherlands.
The public bodies Bonaire, St Eustatius and Saba, also called the Dutch
Caribbean, are more closely connected with the Netherlands and function as
'special municipalities'.
.
On 1 January 1986 Aruba seceded from the Netherlands Antilles and became a
new autonomous country with a special status (status aparte) within the
Kingdom of the Netherlands. Aruba has autonomous government, and is now no
longer dependent on the Netherlands.";363;FormerNetherlandsAntillesAndAruba_326;347.0;326.0;;(former) Netherlands Antilles and Aruba;Topic;number;Cbs.OData.Topic
408;Double;0.0;Impossible;"Aggregate of the countries belonging to the territory of the Netherlands
Antilles up to 10 October 2010 and Aruba. These countries are Bonaire,
Curaçao, Saba, St Eustatius, St Maarten and Aruba.
The Netherlands Antilles ceased to exist on 10 October 2010, as all the
islands now have a new status. From 10 October the Kingdom of the
Netherlands consists of four countries: the Netherlands, Aruba, Curaçao
and St Maarten.
Curaçao and St Maarten are new countries within the Kingdom; they are
autonomous countries with a special status (status aparte) within the
Kingdom. The countries have autonomous government, and are now no longer
dependent on the Netherlands.
The public bodies Bonaire, St Eustatius and Saba, also called the Dutch
Caribbean, are more closely connected with the Netherlands and function as
'special municipalities'.
.
On 1 January 1986 Aruba seceded from the Netherlands Antilles and became a
new autonomous country with a special status (status aparte) within the
Kingdom of the Netherlands. Aruba has autonomous government, and is now no
longer dependent on the Netherlands.";408;FormerNetherlandsAntillesAndAruba_368;392.0;368.0;;(former) Netherlands Antilles and Aruba;Topic;number;Cbs.OData.Topic
90;Long;0.0;Impossible;"Aggregate of the countries belonging to the territory of the Netherlands Antilles up to 10 October 2010 and Aruba. These countries are Bonaire, Curaçao, Saba, St Eustatius, St Maarten and Aruba.
The Netherlands Antilles ceased to exist on 10 October 2010, as all the islands now have a new status. From 10 October the Kingdom of the Netherlands consists of four countries: the Netherlands, Aruba, Curaçao and St Maarten.
Curaçao and St Maarten are new countries within the Kingdom; they are autonomous countries with a special status (status aparte) within the Kingdom. The countries have autonomous government, and are now no longer dependent on the Netherlands.
The public bodies Bonaire, St Eustatius and Saba, also called the Dutch Caribbean, are more closely connected with the Netherlands and function as 'special municipalities'.

On 1 January 1986 Aruba seceded from the Netherlands Antilles and became a new autonomous country with a special status (status aparte) within the Kingdom of the Netherlands. Aruba has autonomous government, and is now no longer dependent on the Netherlands.";90;FormerNetherlandsAntillesAndAruba_74;74.0;74.0;;(former) Netherlands Antilles and Aruba;Topic;number;Cbs.OData.Topic
127;Double;0.0;Impossible;;127;France_107;120.0;107.0;;France;Topic;number;Cbs.OData.Topic
172;Long;0.0;Impossible;;172;France_149;165.0;149.0;;France;Topic;number;Cbs.OData.Topic
218;Double;0.0;Impossible;;218;France_191;211.0;191.0;;France;Topic;number;Cbs.OData.Topic
263;Double;0.0;Impossible;;263;France_233;256.0;233.0;;France;Topic;number;Cbs.OData.Topic
309;Long;0.0;Impossible;;309;France_275;302.0;275.0;;France;Topic;number;Cbs.OData.Topic
354;Long;0.0;Impossible;;354;France_317;347.0;317.0;;France;Topic;number;Cbs.OData.Topic
399;Double;0.0;Impossible;;399;France_359;392.0;359.0;;France;Topic;number;Cbs.OData.Topic
81;Long;0.0;Impossible;;81;France_65;74.0;65.0;;France;Topic;number;Cbs.OData.Topic
128;Double;0.0;Impossible;Federal Republic of Germany, German Democratic Republic (former), Germany (former), Saarland.;128;Germany_108;120.0;108.0;;Germany;Topic;number;Cbs.OData.Topic
173;Long;0.0;Impossible;Federal Republic of Germany, German Democratic Republic (former), Germany (former), Saarland.;173;Germany_150;165.0;150.0;;Germany;Topic;number;Cbs.OData.Topic
219;Double;0.0;Impossible;Federal Republic of Germany, German Democratic Republic (former), Germany (former), Saarland.;219;Germany_192;211.0;192.0;;Germany;Topic;number;Cbs.OData.Topic
264;Double;0.0;Impossible;Federal Republic of Germany, German Democratic Republic (former), Germany (former), Saarland.;264;Germany_234;256.0;234.0;;Germany;Topic;number;Cbs.OData.Topic
310;Long;0.0;Impossible;"Federal Republic of Germany, German Democratic Republic (former),
Germany (former), Saarland.";310;Germany_276;302.0;276.0;;Germany;Topic;number;Cbs.OData.Topic
355;Long;0.0;Impossible;"Federal Republic of Germany, German Democratic Republic (former),
Germany (former), Saarland.";355;Germany_318;347.0;318.0;;Germany;Topic;number;Cbs.OData.Topic
400;Double;0.0;Impossible;"Federal Republic of Germany, German Democratic Republic (former),
Germany (former), Saarland.";400;Germany_360;392.0;360.0;;Germany;Topic;number;Cbs.OData.Topic
82;Long;0.0;Impossible;Federal Republic of Germany, German Democratic Republic (former), Germany (former), Saarland.;82;Germany_66;74.0;66.0;;Germany;Topic;number;Cbs.OData.Topic
58;Long;0.0;Impossible;;58;Girls_47;55.0;47.0;;Girls;Topic;number;Cbs.OData.Topic
517;Long;0.0;Impossible;;517;Guinea_455;511.0;455.0;;Guinea;Topic;number;Cbs.OData.Topic
4;Long;0.0;Impossible;"Immigration:
People moving to the Netherlands from another country.
Immigration relates to all individuals arriving in the Netherlands whose arrival result in entries in a municipal population register.
The criteria are a residency for at least four months in the forthcoming six months.";4;Immigration_3;1.0;3.0;;Immigration;Topic;number;Cbs.OData.Topic
129;Double;0.0;Impossible;"Indonesia, Dutch East Indies, Dutch New Guinea.
Up to 2003 including Portuguese Timor.";129;Indonesia_109;120.0;109.0;;Indonesia;Topic;number;Cbs.OData.Topic
174;Long;0.0;Impossible;"Indonesia, Dutch East Indies, Dutch New Guinea.
Up to 2003 including Portuguese Timor.";174;Indonesia_151;165.0;151.0;;Indonesia;Topic;number;Cbs.OData.Topic
220;Double;0.0;Impossible;"Indonesia, Dutch East Indies, Dutch New Guinea.
Up to 2003 including Portuguese Timor.";220;Indonesia_193;211.0;193.0;;Indonesia;Topic;number;Cbs.OData.Topic
265;Double;0.0;Impossible;"Indonesia, Dutch East Indies, Dutch New Guinea.
Up to 2003 including Portuguese Timor.";265;Indonesia_235;256.0;235.0;;Indonesia;Topic;number;Cbs.OData.Topic
311;Long;0.0;Impossible;"Indonesia, Dutch East Indies, Dutch New Guinea.
Up to 2003 including Portuguese Timor.";311;Indonesia_277;302.0;277.0;;Indonesia;Topic;number;Cbs.OData.Topic
356;Long;0.0;Impossible;"Indonesia, Dutch East Indies, Dutch New Guinea.
Up to 2003 including Portuguese Timor.";356;Indonesia_319;347.0;319.0;;Indonesia;Topic;number;Cbs.OData.Topic
401;Double;0.0;Impossible;"Indonesia, Dutch East Indies, Dutch New Guinea.
Up to 2003 including Portuguese Timor.";401;Indonesia_361;392.0;361.0;;Indonesia;Topic;number;Cbs.OData.Topic
83;Long;0.0;Impossible;"Indonesia, Dutch East Indies, Dutch New Guinea.
Up to 2003 including Portuguese Timor.";83;Indonesia_67;74.0;67.0;;Indonesia;Topic;number;Cbs.OData.Topic
9;Long;0.0;Impossible;;9;InhabitantsAtEndOfSelectedPeriod_8;1.0;8.0;;Inhabitants at end of selected period;Topic;number;Cbs.OData.Topic
130;Double;0.0;Impossible;;130;Iran_110;120.0;110.0;;Iran;Topic;number;Cbs.OData.Topic
175;Long;0.0;Impossible;;175;Iran_152;165.0;152.0;;Iran;Topic;number;Cbs.OData.Topic
221;Double;0.0;Impossible;;221;Iran_194;211.0;194.0;;Iran;Topic;number;Cbs.OData.Topic
266;Double;0.0;Impossible;;266;Iran_236;256.0;236.0;;Iran;Topic;number;Cbs.OData.Topic
312;Long;0.0;Impossible;;312;Iran_278;302.0;278.0;;Iran;Topic;number;Cbs.OData.Topic
357;Long;0.0;Impossible;;357;Iran_320;347.0;320.0;;Iran;Topic;number;Cbs.OData.Topic
402;Double;0.0;Impossible;;402;Iran_362;392.0;362.0;;Iran;Topic;number;Cbs.OData.Topic
518;Long;0.0;Impossible;;518;Iran_456;511.0;456.0;;Iran;Topic;number;Cbs.OData.Topic
84;Long;0.0;Impossible;;84;Iran_68;74.0;68.0;;Iran;Topic;number;Cbs.OData.Topic
131;Double;0.0;Impossible;;131;Iraq_111;120.0;111.0;;Iraq;Topic;number;Cbs.OData.Topic
176;Long;0.0;Impossible;;176;Iraq_153;165.0;153.0;;Iraq;Topic;number;Cbs.OData.Topic
222;Double;0.0;Impossible;;222;Iraq_195;211.0;195.0;;Iraq;Topic;number;Cbs.OData.Topic
267;Double;0.0;Impossible;;267;Iraq_237;256.0;237.0;;Iraq;Topic;number;Cbs.OData.Topic
313;Long;0.0;Impossible;;313;Iraq_279;302.0;279.0;;Iraq;Topic;number;Cbs.OData.Topic
358;Long;0.0;Impossible;;358;Iraq_321;347.0;321.0;;Iraq;Topic;number;Cbs.OData.Topic
403;Double;0.0;Impossible;;403;Iraq_363;392.0;363.0;;Iraq;Topic;number;Cbs.OData.Topic
519;Long;0.0;Impossible;;519;Iraq_457;511.0;457.0;;Iraq;Topic;number;Cbs.OData.Topic
85;Long;0.0;Impossible;;85;Iraq_69;74.0;69.0;;Iraq;Topic;number;Cbs.OData.Topic
132;Double;0.0;Impossible;;132;Italy_112;120.0;112.0;;Italy;Topic;number;Cbs.OData.Topic
177;Long;0.0;Impossible;;177;Italy_154;165.0;154.0;;Italy;Topic;number;Cbs.OData.Topic
223;Double;0.0;Impossible;;223;Italy_196;211.0;196.0;;Italy;Topic;number;Cbs.OData.Topic
268;Double;0.0;Impossible;;268;Italy_238;256.0;238.0;;Italy;Topic;number;Cbs.OData.Topic
314;Long;0.0;Impossible;;314;Italy_280;302.0;280.0;;Italy;Topic;number;Cbs.OData.Topic
359;Long;0.0;Impossible;;359;Italy_322;347.0;322.0;;Italy;Topic;number;Cbs.OData.Topic
404;Double;0.0;Impossible;;404;Italy_364;392.0;364.0;;Italy;Topic;number;Cbs.OData.Topic
86;Long;0.0;Impossible;;86;Italy_70;74.0;70.0;;Italy;Topic;number;Cbs.OData.Topic
133;Double;0.0;Impossible;Japan, Ryukyu Islands.;133;Japan_113;120.0;113.0;;Japan;Topic;number;Cbs.OData.Topic
178;Long;0.0;Impossible;Japan, Ryukyu Islands.;178;Japan_155;165.0;155.0;;Japan;Topic;number;Cbs.OData.Topic
224;Double;0.0;Impossible;Japan, Ryukyu Islands.;224;Japan_197;211.0;197.0;;Japan;Topic;number;Cbs.OData.Topic
269;Double;0.0;Impossible;Japan, Ryukyu Islands.;269;Japan_239;256.0;239.0;;Japan;Topic;number;Cbs.OData.Topic
315;Long;0.0;Impossible;Japan, Ryukyu Islands.;315;Japan_281;302.0;281.0;;Japan;Topic;number;Cbs.OData.Topic
360;Long;0.0;Impossible;Japan, Ryukyu Islands.;360;Japan_323;347.0;323.0;;Japan;Topic;number;Cbs.OData.Topic
405;Double;0.0;Impossible;Japan, Ryukyu Islands.;405;Japan_365;392.0;365.0;;Japan;Topic;number;Cbs.OData.Topic
87;Long;0.0;Impossible;Japan, Ryukyu Islands.;87;Japan_71;74.0;71.0;;Japan;Topic;number;Cbs.OData.Topic
2;Long;0.0;Impossible;"Live born child:
A baby showing some sign of life after birth, regardless of the duration of pregnancy.";2;LiveBornChildren_1;1.0;1.0;;Live born children;Topic;number;Cbs.OData.Topic
28;Double;1.0;Impossible;;28;Males_22;27.0;22.0;;Males;Topic;year;Cbs.OData.Topic
506;Long;0.0;Impossible;;506;Males_446;505.0;446.0;;Males;Topic;number;Cbs.OData.Topic
509;Long;0.0;Impossible;;509;Males_448;508.0;448.0;;Males;Topic;number;Cbs.OData.Topic
22;Double;0.0;Impossible;"Marital birth:
Birth where the mother is married at the time of birth, or a birth from a widow whose male or female partner passed away less than 306 days before the birth.

Married:
Since 2010: legal marriages plus registrated partnerships.
In the period 1998-2010: legal marriages.
As marital status is not always available in the source files used by Statistics Netherlands, partnerships were ignored in this statistics in the period 1998-2010. As a result, data referring to this period are presented excluding partnerships.
Until 1998: legally married.

Legally married:
Marital status resulting from having married legally. Including judicial separations which are included in the category married.

Partnership:
Marital status resulting from entering into a registered partnership.";22;Marital_18;20.0;18.0;;Marital;Topic;number;Cbs.OData.Topic
474;Long;0.0;Impossible;"Concerns partners who have turned their partnership into a marriage.

Married:
Legal marriages and partnerships.

Legally married:
Marital status resulting from having married legally. Including judicial separations which are included in the category married.

Partnership:
Marital status resulting from entering into a registered partnership.";474;Married_422;471.0;422.0;;Married;Topic;number;Cbs.OData.Topic
480;Long;0.0;Impossible;"Concerns partners who have turned their partnership into a marriage.

Married:
Legal marriages and partnerships.

Legally married:
Marital status resulting from having married legally. Including judicial separations which are included in the category married.

Partnership:
Marital status resulting from entering into a registered partnership.";480;Married_427;477.0;427.0;;Married;Topic;number;Cbs.OData.Topic
134;Double;0.0;Impossible;Morocco, Ifni, Spanish Sahara, Western Sahara.;134;Morocco_114;120.0;114.0;;Morocco;Topic;number;Cbs.OData.Topic
179;Long;0.0;Impossible;Morocco, Ifni, Spanish Sahara, Western Sahara.;179;Morocco_156;165.0;156.0;;Morocco;Topic;number;Cbs.OData.Topic
225;Double;0.0;Impossible;Morocco, Ifni, Spanish Sahara, Western Sahara.;225;Morocco_198;211.0;198.0;;Morocco;Topic;number;Cbs.OData.Topic
270;Double;0.0;Impossible;Morocco, Ifni, Spanish Sahara, Western Sahara.;270;Morocco_240;256.0;240.0;;Morocco;Topic;number;Cbs.OData.Topic
316;Long;0.0;Impossible;Morocco, Ifni, Spanish Sahara, Western Sahara.;316;Morocco_282;302.0;282.0;;Morocco;Topic;number;Cbs.OData.Topic
361;Long;0.0;Impossible;Morocco, Ifni, Spanish Sahara, Western Sahara.;361;Morocco_324;347.0;324.0;;Morocco;Topic;number;Cbs.OData.Topic
406;Double;0.0;Impossible;Morocco, Ifni, Spanish Sahara, Western Sahara.;406;Morocco_366;392.0;366.0;;Morocco;Topic;number;Cbs.OData.Topic
88;Long;0.0;Impossible;Morocco, Ifni, Spanish Sahara, Western Sahara.;88;Morocco_72;74.0;72.0;;Morocco;Topic;number;Cbs.OData.Topic
7;Long;0.0;Impossible;"Net administrative corrections and other corrections.
Other corrections are only included in the final figures, and only in the totals for December.

Net administrative corrections:
Administrative entries minus administrative removals.

Other correction:
Correction caused by differences between the numbers of inhabitants in two consecutive years (1 January) which cannot be explained by birth, death, migration and administrative corrections.

Administrative correction:
Entry in or removal from the municipal population register for reasons other than birth, death, arrival, departure or municipal boundary change.

Administrative entry:
All entries in and removals from the municipal population register for reasons other than birth, death, arrival, departure or municipal boundary change.

Administrative removal:
Decision by a municipality no longer to include a person in its population, once it has established that the address of the person is unknown, the person cannot be contacted and probably no longer resides in a municipality in the Netherlands.";7;NetCorrections_6;1.0;6.0;;Net corrections;Topic;number;Cbs.OData.Topic
473;Long;0.0;Impossible;Marital status indicating that someone was never married or never in a registered partnership at the moment the survey took place.;473;NeverMarried_421;471.0;421.0;;Never married;Topic;number;Cbs.OData.Topic
479;Long;0.0;Impossible;Marital status indicating that someone was never married or never in a registered partnership at the moment the survey took place.;479;NeverMarried_426;477.0;426.0;;Never married;Topic;number;Cbs.OData.Topic
486;Long;0.0;Impossible;Marital status indicating that someone was never married or never in a registered partnership at the moment the survey took place.;486;NeverMarried_431;484.0;431.0;;Never married;Topic;number;Cbs.OData.Topic
491;Long;0.0;Impossible;Marital status indicating that someone was never married or never in a registered partnership at the moment the survey took place.;491;NeverMarried_435;489.0;435.0;;Never married;Topic;number;Cbs.OData.Topic
520;Long;0.0;Impossible;;520;Nigeria_458;511.0;458.0;;Nigeria;Topic;number;Cbs.OData.Topic
24;Long;0.0;Impossible;"Non-marital live born first children from the mother.

Non-marital birth:
The mother is never married, divorced or widowed at the moment of birth.
If the mother was married and the marriage (or registered partnership) was dissolved by the death of her partner less than 306 days before she gave birth, the birth is considered within marriage (or registered partnership).

Never married:
Since 2010: marital status indicating that a person has never been married before or has never signed partnership contract.
In the period 1998-2010: marital status indicating that a person has never been married before.
As marital status is not always available in the source files used by Statistics Netherlands 'widowed after registered partnership' and 'divorced after registered partnership' are ignored in this statistics in the period 1998-2010. This implies that the marital status prior to the partnership - usually unmarried - is used.
Until 1998: marital status indicating that a person has never been married before.

Married:
Since 2010: legal marriages plus registered partnerships.
In the period 1998-2010: legally married.
As marital status is not always available in the source files used by Statistics Netherlands registered partnership is ignored in this statistics in the period 1998-2010. This implies excluding registered partnership.
Until 1998: legally married.
Since 2010: legal marriages plus registered partnerships.
In the period 1998-2010: legally married.
As marital status is not always available in the source files used by Statistics Netherlands registered partnership is ignored in this statistics in the period 1998-2010. This implies excluding registered partnership.
Until 1998: legally married.

Legally married:
Marital status resulting from having married legally. Including judicial separations which are included in the category married.

Partnership:
Marital status resulting from entering into a registered partnership.

Divorced:
Since 2010: divorced after legal marriage and divorced after registered partnership.
In the period 1998-2010: divorced after legal marriage.
As marital status is not always available in the source files used by Statistics Netherlands (divorced after) registered partnership is ignored in this statistics in the period 1998-2010. This implies excluding divorced after registered partnership and including registered partnership after divorce.
Until 1998: divorced after legal marriage.

Divorced after a legal marriage:
Marital status resulting from ending a legal marriage by divorce.
Excluding judicial separations which are included in the category married.

Divorced after a partnership:
Marital status resulting from ending a registered partnership other than by the death of the partner.

Widowed:
Since 2010: widowed after legal marriage plus widowed after registered partnership.
In the period 1998-2010: widowed after legal marriage.
As marital status is not always available in the source files used by Statistics Netherlands (widowed after) registered partnership is ignored in this statistics in the period 1998-2010. This implies excluding widowed after registered partnership and including registered partnership after being widowed.
Until 1998: widowed after legal marriage.

Widowed after a legal marriage:
Marital status resulting from death ending a legal marriage.

Widowed after a partnership:
Marital status resulting from death ending a registered partnership.";24;NonMarital1stChildren_20;20.0;20.0;;Non- marital, 1st children;Topic;number;Cbs.OData.Topic
25;Double;0.0;Impossible;"Non-marital live born second or following children from the mother.

Non-marital birth:
The mother is never married, divorced or widowed at the moment of birth.
If the mother was married and the marriage (or registered partnership) was dissolved by the death of her partner less than 306 days before she gave birth, the birth is considered within marriage (or registered partnership).

Never married:
Since 2010: marital status indicating that a person has never been married before or has never signed partnership contract.
In the period 1998-2010: marital status indicating that a person has never been married before.
As marital status is not always available in the source files used by Statistics Netherlands 'widowed after registered partnership' and 'divorced after registered partnership' are ignored in this statistics in the period 1998-2010. This implies that the marital status prior to the partnership - usually unmarried - is used.
Until 1998: marital status indicating that a person has never been married before.

Married:
Since 2010: legal marriages plus registered partnerships.
In the period 1998-2010: legally married.
As marital status is not always available in the source files used by Statistics Netherlands registered partnership is ignored in this statistics in the period 1998-2010. This implies excluding registered partnership.
Until 1998: legally married

Legally married:
Marital status resulting from having married legally. Including judicial separations which are included in the category married.

Partnership:
Marital status resulting from entering into a registered partnership.

Widowed:
Since 2010: widowed after legal marriage plus widowed after registered partnership.
In the period 1998-2010: widowed after legal marriage.
As marital status is not always available in the source files used by statistics Netherlands (widowed after) registered partnership is ignored in this statistics in the period 1998-2010. This implies excluding widowed after registered partnership and including registered partnership after being widowed.
Until 1998: widowed after legal marriage.

Widowed after a legal marriage:
Marital status resulting from death ending a legal marriage.

Widowed after a partnership:
Marital status resulting from death ending a registered partnership.

Divorced:
Since 2010: divorced after legal marriage and divorced after registered partnership.
In the period 1998-2010: divorced after legal marriage.
As marital status is not always available in the source files used by Statistics Netherlands (divorced after) registered partnership is ignored in this statistics in the period 1998-2010. This implies excluding divorced after registered partnership and including registered partnership after divorce.
Until 1998: divorced after legal marriage.

Divorced after a legal marriage:
Marital status resulting from ending a legal marriage by divorce.
Excluding judicial separations which are included in the category married.

Divorced after a partnership:
Marital status resulting from ending a registered partnership other than by the death of the partner.";25;NonMarital2ndOrFollowingChildren_21;20.0;21.0;;Non- marital, 2nd or following children;Topic;number;Cbs.OData.Topic
23;Long;0.0;Impossible;"Non-marital birth:
The mother is never married, divorced or widowed at the moment of birth.
If the mother was married and the marriage (or registered partnership) was dissolved by the death of her partner less than 306 days before she gave birth, the birth is considered within marriage (or registered partnership).

Never married:
Since 2010: marital status indicating that a person has never been married before or has never signed partnership contract.
In the period 1998-2010: marital status indicating that a person has never been married or has never signed partnership contract.
As marital status is not always available in the source files used by Statistics Netherlands 'widowed after registered partnership' and 'divorced after registered partnership' are ignored in this statistics in the period 1998-2010. This implies that the marital status prior to the partnership - usually unmarried - is used.
Until 1998: marital status indicating that a person has never been married before.

Married:
Since 2010: legal marriages plus registered partnerships.
In the period 1998-2010: legally married.
As marital status is not always available in the source files used by Statistics Netherlands, registered partnerships were ignored in this statistics in the period 1998-2010. As a result, data referring to this period are presented excluding registered partnerships.
Until 1998: legally married

Legally married:
Marital status resulting from having married legally. Including judicial separations which are included in the category married.

Partnership:
Marital status resulting from entering into a registered partnership.

Divorced:
Since 2010: divorced after legal marriage and divorced after registered partnership.
In the period 1998-2010: divorced after legal marriage.
As marital status is not always available in the source files used by Statistics Netherlands (divorced after) registered partnership is ignored in this statistics in the period 1998-2010. This implies excluding divorced after registered partnership and including registered partnership after divorce.
Until 1998: divorced after legal marriage

Divorced after a legal marriage:
Marital status resulting from ending a legal marriage by divorce.
Excluding judicial separations which are included in the category married.

Divorced after a partnership:
Marital status resulting from ending a registered partnership other than by the death of the partner.

Widowed:
Since 2010: widowed after legal marriage plus widowed after registered partnership.
In the period 1998-2010: widowed after legal marriage.
As marital status is not always available in the source files used by Statistics Netherlands (widowed after) registered partnership is ignored in this statistics in the period 1998-2010. This implies excluding widowed after registered partnership and including registered partnership after being widowed.
Until 1998: widowed after legal marriage.

Widowed after a legal marriage:
Marital status resulting from death ending a legal marriage.

Widowed after a partnership:
Marital status resulting from death ending a registered partnership.";23;NonMaritalTotal_19;20.0;19.0;;Non-marital, total;Topic;number;Cbs.OData.Topic
159;Long;0.0;Impossible;;159;Oceania_137;153.0;137.0;;Oceania;Topic;number;Cbs.OData.Topic
205;Double;0.0;Impossible;;205;Oceania_179;199.0;179.0;;Oceania;Topic;number;Cbs.OData.Topic
250;Double;0.0;Impossible;;250;Oceania_221;244.0;221.0;;Oceania;Topic;number;Cbs.OData.Topic
296;Long;0.0;Impossible;;296;Oceania_263;290.0;263.0;;Oceania;Topic;number;Cbs.OData.Topic
341;Long;0.0;Impossible;;341;Oceania_305;335.0;305.0;;Oceania;Topic;number;Cbs.OData.Topic
386;Double;0.0;Impossible;;386;Oceania_347;380.0;347.0;;Oceania;Topic;number;Cbs.OData.Topic
68;Long;0.0;Impossible;;68;Oceania_53;62.0;53.0;;Oceania;Topic;number;Cbs.OData.Topic
114;Double;0.0;Impossible;;114;Oceania_95;108.0;95.0;;Oceania;Topic;number;Cbs.OData.Topic
151;Double;0.0;Impossible;"Total emigration (including administrative corrections) minus Afghanistan, Angola, Australia, Belgium, China, former Soviet Union, former Yugoslavia, France, Germany, Indonesia, Iran, Iraq, Italy, Japan, Morocco, Netherlands Antilles and Aruba, Poland, Portugal, Sierra Leone, Somalia, South Africa, Spain, Sudan, Suriname, Syria, The Netherlands, Turkey, United Kingdom and the United States of America.
Including country of birth unknown.";151;OtherCountries_131;120.0;131.0;;Other countries;Topic;number;Cbs.OData.Topic
196;Long;0.0;Impossible;"Total emigration minus Afghanistan, Angola, Australia, Belgium, China, former Soviet Union, former Yugoslavia, France, Germany, Indonesia, Iran, Iraq, Italy, Japan, Morocco, Netherlands Antilles and Aruba, Poland, Portugal, Sierra Leone, Somalia, South Africa, Spain, Sudan, Suriname, Syria, The Netherlands, Turkey, United Kingdom and the United States of America.
Including country of birth unknown.";196;OtherCountries_173;165.0;173.0;;Other countries;Topic;number;Cbs.OData.Topic
242;Double;0.0;Impossible;"Total net migration (including administrative corrections) minus Afghanistan, Angola, Australia, Belgium, China, former Soviet Union, former Yugoslavia, France, Germany, Indonesia, Iran, Iraq, Italy, Japan, Morocco, Netherlands Antilles and Aruba, Poland, Portugal, Sierra Leone, Somalia, South Africa, Spain, Sudan, Suriname, Syria, The Netherlands, Turkey, United Kingdom and the United States of America.
Including country of birth unknown.";242;OtherCountries_215;211.0;215.0;;Other countries;Topic;number;Cbs.OData.Topic
287;Double;0.0;Impossible;"Total net migration minus Afghanistan, Angola, Australia, Belgium, China, former Soviet Union, former Yugoslavia, France, Germany, Indonesia, Iran, Iraq, Italy, Japan, Morocco, Netherlands Antilles and Aruba, Poland, Portugal, Sierra Leone, Somalia, South Africa, Spain, Sudan, Suriname, Syria, The Netherlands, Turkey, United Kingdom and the United States of America.
Including country of birth unknown.";287;OtherCountries_257;256.0;257.0;;Other countries;Topic;number;Cbs.OData.Topic
333;Long;0.0;Impossible;"Total administrative entries minus Afghanistan, Angola, Australia,
Belgium, China, former Soviet Union, former Yugoslavia, France, Germany,
Indonesia, Iran, Iraq, Italy, Japan, Morocco, Netherlands Antilles and
Aruba, Poland, Portugal, Sierra Leone, Somalia, South Africa, Spain,
Sudan, Suriname, Syria, The Netherlands, Turkey, United Kingdom and the
United States of America.
Including country of birth unknown.";333;OtherCountries_299;302.0;299.0;;Other countries;Topic;number;Cbs.OData.Topic
378;Long;0.0;Impossible;"Total administrative removals minus Afghanistan, Angola, Australia,
Belgium, China, former Soviet Union, former Yugoslavia, France, Germany,
Indonesia, Iran, Iraq, Italy, Japan, Morocco, Netherlands Antilles and
Aruba, Poland, Portugal, Sierra Leone, Somalia, South Africa, Spain,
Sudan, Suriname, Syria, The Netherlands, Turkey, United Kingdom and the
United States of America.
Including country of birth unknown.";378;OtherCountries_341;347.0;341.0;;Other countries;Topic;number;Cbs.OData.Topic
423;Double;0.0;Impossible;"Total net administrative corrections minus Afghanistan, Angola, Australia,
Belgium, China, former Soviet Union, former Yugoslavia, France, Germany,
Indonesia, Iran, Iraq, Italy, Japan, Morocco, Netherlands Antilles and
Aruba, Poland, Portugal, Sierra Leone, Somalia, South Africa, Spain,
Sudan, Suriname, Syria, The Netherlands, Turkey, United Kingdom and the
United States of America.
Including country of birth unknown.";423;OtherCountries_383;392.0;383.0;;Other countries;Topic;number;Cbs.OData.Topic
105;Long;0.0;Impossible;"Total immigration minus Afghanistan, Angola, Australia, Belgium, China, former Soviet Union, former Yugoslavia, France, Germany, Indonesia, Iran, Iraq, Italy, Japan, Morocco, Netherlands Antilles and Aruba, Poland, Portugal, Sierra Leone, Somalia, South Africa, Spain, Sudan, Suriname, Syria, The Netherlands, Turkey, United Kingdom and the United States of America.
Including country of birth unknown.";105;OtherCountries_89;74.0;89.0;;Other countries;Topic;number;Cbs.OData.Topic
